0,00% SEB AB 39S 1A 2017;20.82602595580499
DIFJOSINDEKS;20.823228711602233
SI Dsk.Aktier KL;20.797022038998765
KF Mermaid;20.792437266130285
LSI MIXOBL;20.752585436234863
Verd L&VADkAK;20.747542764559615
Triodos Sus Equity Fund R DIS;20.6929937559999
ABI Virksomh;20.674658867413203
BIAsiat.Ak.KL;20.651021576608326
Triodos Sus Bond Fund R CAP;20.650268746972
NI Kred.Obl.;20.631623696537112
Sydinv Brik;20.61741519401752
SI NYE OB MK KL;20.616617552768737
0,00% NBF EuropaHY 2021;20.583039792622635
NI Lang Obl.;20.554993722373823
BIEMOBLokv.KL;20.5230037179194
World Wide;20.376409104651664
0,00% NBF Finans 2020;20.357384179475734
SI IGVBU KL;20.305478373917293
Ni Usa;20.296542980820774
Nordfyns Bank;20.276793081318857
DINORDINDEKS;20.268716300153066
SI Afr.KL;20.25885300757509
SI Value Akti KL;20.24500849870932
0,00% SEB AB 75S 1A 2017;20.212567592765243
0,00% SI OLIE1 SI OLIE1 2018;20.197811025203332
HI Kina;20.18738492748328
NI GStars;20.18139270506817
DIGLOINDEKS2;20.15574470913134
8,00% TOTALKREDIT 111 C 2032;20.15266958403958
Balan.udb. II;20.08695750248128
SEBinv DAK AK;20.036166395819794
BLSGLAAKK;20.012614048800113
BI VOIGAkkKL;20.009174352364063
BI.EmMa.Ak KL;19.999388636666147
Djurslands Bk;19.993122092191914
0,00% KK Globale AktierII 2018;19.970697376281446
10,00% KD ENHED 23S BA 2024;19.835791008346902
NI NStars;19.792217050693424
Triodos Sus Equity Fund R CAP;19.746256506930017
Di Europa Obl;19.722706756529
SPIJAS KL;19.7111869177464
Ni Osteuropa;19.69866349352052
SI Europ L&V;19.68945170564546
InAdviceCapGl;19.676501152125788
SI Danm.A DKK;19.667013154125577
BIGl.ForbrKL;19.586039573460145
Rockwool A Aktie;19.583243028651236
DINORDEN;19.573167998762163
SI SICAV Equitas EUR R;19.570837642192345
DI GlHudb;19.51779070304765
0,00% SEB Nordic 1A 2017;19.499976369393664
0,00% NBF USA 2017;19.4712978013517
DI Kina;19.445884580425258
BIVi.ob.IG KL;19.38140339245323
0,00% Health Care (USD) 2017;19.36943939961416
HI Danmark Danmark;19.35454499941957
PFAInvBalB;19.341950544100776
PFAInvBalA;19.308974050548596
WI DYN FORM I;19.26931788404439
Di Tyskland;19.266001281357106
Jyinv USA Akt;19.25517325656731
NI Europa;19.182722028857064
8,75% Nordfyns Perp Hybrid;19.1757779646762
Ni Fjernosten;19.175689556646464
SI Tysklan KL;19.155365944290924
BiBa Gl.AK.KL;19.14357652227076
SKAGENVekst A;19.14056424772155
0,00% Lan 7009 Syd EUR 2018;19.11184278859137
Ni Nosmallcap;19.11103519189297
LIAKTGLOBII;19.02261427757011
WISecGlObl;18.995834403459934
Si Latinamer.;18.98425923784756
BI Eu.Sm.C.Ak;18.98394271958351
WISecGlAk;18.950759731962123
SI HY VAL BD KL;18.92935219926331
SI VB16U;18.92721844098054
SI VE KL;18.91806889753446
ONXEO;18.871636792602025
Totalbanken;18.86862924766649
DIEUFOKUS;18.862950673143143
Jyinv Kinesis;18.829505467006356
GR NA;18.801400896962313
BIGlIndobl.KL;18.800149721165287
NI Danmark;18.78598654921837
LSI KORTE OBL;18.771750640007642
LI Obl EU;18.75227164979706
Di Fjernosten;18.619101998065197
DISELAAKT;18.571053534899697
BI USASm.C.Ak;18.564640541192215
BI EM Obl. KL;18.557993667104114
BI NewEmAk KL;18.54045497851645
BIBaGlAkAkKL;18.539030505597463
HI Hojren;18.503118076661192
0,00% Kommunekre GrEnergi 2016;18.490949428766935
SI Value USA KL;18.490905526751497
FI STOCK PICK;18.48830668200163
4,50% OSTIFTER ALM 07S;18.486763877589336
SI KORTE OBL KL;18.400923741742467
SPIDJW KL;18.379503442064507
Scandi KL;18.37229983277139
SI VB17U KL;18.3546440045912
PFAInvBaC;18.34158657906669
Salling Bank;18.332928604225387
SII SO KL;18.331978832478704
NYIEVO;18.326950900102666
SI SICAV Corp Val. Bonds EU R;18.295267890374973
SPKSJL;18.293043585888263
MajDKObl;18.288650094162847
Vaksto.Udb.II;18.23942833617597
EMB IEUR Acc;18.223485430429662
ALINVUDAET;18.208070428448057
DIAfrikaAk;18.157940404582455
SI SICAV HYV Bd SD 2018 EUR R;18.115535614133517
ABIABR;18.07393283442564
SPIEMI KL;18.073100800952933
BI Op. 10+ KL;18.055408388377465
Hi Fjern Fjernosten;18.05258654640109
0,00% NBF Kurvstjl 2020;18.04623144754509
KFLSMI 2016-P;18.009729653395507
3,50% OSTIFTER ALM 07S;18.006418238572476
LSI Europa;17.965443315956353
5,00% RD 27S SA 2044;17.953194282405086
LIOEUAKKKL;17.87789586219539
Ni Eu.sml.cap;17.682252150672845
HI Norden;17.597633114503303
JI DK Aktier;17.590355081391948
Mmi Euro Akk;17.45788876231598
SKAGENCRE A;17.428216549207665
0,00% KK Globforb 2016;17.37250317406446
DIEGESAklDKKW;17.35326645370784
DKIMA;17.345859203704407
NI Virkobl;17.34303977027458
Jyinv Europai;17.33260860007916
0,00% NBF EU vs US 2018;17.332063722757184
Di Teknologi;17.328557756193984
VAIGLOKL;17.326871024811613
0,00% NBF Finansak 2018;17.275149150125728
LSI Danmark;17.225242128228828
2,50% KK 104 AI 2022;17.21084967195816
DIGloIndAkKlh;17.19028706359925
SI GEMAKL;17.16294408770115
MMI JAPAN AKK Lazard;17.15506885991341
LI Akt EU;17.145791071913774
0,00% Kommunekre Hojrtval 2017;17.119806520830572
0,00% Nordea Fin Med.virk 2018;17.080688425717664
Strat.Akt;17.06902489757468
SI SICAV European Value Eq R;17.06597947717881
SIVer.L&VA DK;17.056478677909674
MajGlObligat;17.038542853387316
DINMAKKKL;17.023450858137004
Si Brik Akkum;17.007874830219254
MMI Nye AK;16.965164120564364
DIENGGLOBAL;16.947168523754424
NI Kort Obl.;16.910144548374863
InterMail A/S B Aktie;16.845395971393927
BIViObl.HYKL;16.824160695474134
JI M.Ak i Lik Kapitalforening;16.80696127960642
MMI Nye AM;16.80135873851531
SI SICAV Value Bds 2016 EUR R;16.76645307848745
SPIEUC KL;16.766386463549193
SI SICAV Global Value EUR R;16.697087956232874
SI HojrenteKL;16.680667476684256
MMI Europa;16.677614941083238
12,00% KD ENHED 53S 2020;16.65333402146986
0,00% NBF US Efter 2019;16.630447214914792
HI Virkso;16.621825261688468
MMIUSA SM;16.615799615675133
Si Internati.;16.60639084238305
SPIUSS KL;16.596270668472123
Di Latinamer.;16.570554945445615
Virkobl.HY KL;16.554782402919784
Mons Bank;16.52852744903235
Hvidbjerg Bk.;16.50311446309454
MMI Japan Alliance Bernstein;16.495109886925103
DIEGLOREST;16.475779645385284
0,00% NBF Tyrkiet 2017;16.463169193613307
LIAKGIIAKKKL;16.42136178315559
0,00% NBF AB GIb A 2019;16.41223082777454
VAIBLUEKL;16.398844080693365
0,00% NBF Tysk vir 2018;16.375779365585036
InvKInvIndobl;16.372202017865465
0,00% SEB Vakst Val 1A 2016;16.33655881463566
0,00% NBF EU aktie 2019;16.228148447016967
IMMI GA;16.169958272660313
FISP II AKK;16.141101319629687
Maj Glob.Sund;16.135570381341545
SEBinvKrObEUR;16.12849281117977
SEBinv INV ML;16.10713232205931
Cemat A/S;16.07306317971601
0,00% NBF EM Val 2017;16.05506072874491
DIEuHUAkD;16.034642558296195
Dk Indust Inv;16.028309978272546
LIAKGAKKKL;16.016397259050848
SI USA LI &VA;15.964758425968437
NI StabilAkt;15.936479418818566
NI Eng. Obl.;15.922288041604379
SI Fjernosten;15.902179463051436
0,00% NBF AB GI. K 2021;15.877529031485693
Strat.stabil;15.876434458427289
NI Hojrent;15.814449758357508
Global;15.812814708735626
JI FX Alp Kapitalforening;15.790738595460718
HI Europa Europa;15.76752114178024
Jyinv Indiske;15.755568247699397
NI Indien;15.733509497086928
Ji Global Equ CL;15.69439726166345
NI Lange Obl;15.685059655557371
Bond;15.681475903614459
CWW GlAk.Stab;15.670903151087515
JI FavoritObl;15.623799305411884
IMMI GA AK;15.605463657879918
VakstorienIII;15.55239534263621
0,00% Nykr.Bank NB US 2018;15.534558440592217
VAIJAPKL;15.522245318187569
BIEMVi.o.2018;15.504161383007755
KFLAMI 2019-P;15.488210532513024
CWW.gl.ak.akk;15.465595777170185
SI VB18U KL;15.412102638180652
Vakstor.Udb.I;15.409372522795811
Klima & Miljo;15.380703015905938
Si Hojrtl Mix;15.374459516198147
Mmi Usa Asa Rosenberg;15.338604035977376
NI Virk Hoj R;15.318318168095828
Mmi Usa Akk Asa Rosenberg;15.30518269133944
0,00% NBF Espit 17 2017;15.277673545966245
0,00% NBF KINA 2017;15.272787412605538
LSI OBL;15.269198521255658
NI Taktisk;15.233270253459724
0,00% NBF AB SDKV 2021;15.197109067017077
4,00% OSTIFTER ALM 16S 04A 2028;15.16870494026148
0,00% NBF Mexico 2017;15.12905360688286
DI Osteuropa;15.128381045421449
JI Danish Bo. CL;15.085431719436372
DIEDOA;15.054815692811927
SHIGVAKL;15.015333820758755
Stockrate;15.00566546411222
MajDKAkt;15.001012151865078
0,00% NBF TRY+INR 2017;14.942046781874312
DKIMDA;14.937276769845365
Neurosearch;14.921615791355624
Aab A/S;14.906026008307471
DIGLOSTOCKPIC;14.87259777692065
DIGLOBVIRKOB;14.792130234761803
DIDKINSMCAP;14.772496537203558
Jutlander Bk;14.770375255088236
DIDALANOBL;14.768592729992772
Lollands Bank;14.754589308836955
NIPBPMGAF1;14.743932353361844
SEBinv EU IND;14.714166962483025
SIVI.ob.IG KL;14.696990372865162
NIPBPMGAS1;14.695837324255152
LIOblGlobHY;14.695200781462445
Jyinv Globale;14.65074542386599
4,00% A/S STOREBALT 2000/ 2025;14.581898333103732
DKIMOPA;14.547765915739372
SI SICAV Invtm Grd Val Bd R;14.500441685594698
SKAGEN m2 A;14.49568027175418
MMINyeobl.mar;14.47987269084909
DIEURHOJTUDB;14.475611616866555
RTX A/S;14.448030330283995
BalanceretIII;14.396366717451517
0,47% Danske Bk. CapFloat 2019;14.376253358053656
NYIKLM;14.33730052091946
Vakstorien.II;14.317985413701312
SPIUSV KL;14.31461537001919
ABISDK;14.298912799322414
DIENGEEURFOCU;14.242297212324463
JI Obl.Engros;14.220117254674857
HP Hedg-DK O;14.162291960054645
SPIUSG KL;14.151097195831777
0,00% NBF KS II 2018;14.13416898792943
KIKinvAltKred;14.061947703436006
GR US HY;14.022019965190522
0,00% NBF ABERDEEN 2022;14.012855744433384
SKAGEN KON-TIKI A NK 100;14.002971768202096
Sirius Bal;13.957826007990995
BIVOIGEtikKL;13.946388021135114
0,00% NBF JPA 2017;13.940784989776672
8,00% TOTALKREDIT 111C 2029;13.917278736109227
BI Dan.Ak.Akk;13.896426551242183
WISEBEMEHA DKK;13.887524240465416
10,00% BRFKREDIT A/S 211 2024;13.858589734715219
BIHoUd.AktKL;13.82473844584012
Vakstorient.I;13.821781588486884
KapNyAAlt;13.783576278683299
Land&leisure B Aktie;13.756700957674429
SAS;13.754090552051142
Jyinv Nyamark;13.750419155075235
MajMakro;13.699446104880531
NIPBPMBAL1;13.684495266972924
FirstFarms;13.675298818076703
0,00% NBF GLOBAL PE 2017;13.63207479227789
Di Biotekno;13.603958103592792
BDIDSC;13.599594513074805
0,00% NBF ABEuropa 2019;13.594109661807236
Balanc.udb. I;13.465680147032074
3,00% RD 21S DA 2018;13.459827101950864
9,25% TOTAHYP2012 9,25%;13.441569282136895
DKIMOAK;13.420771034441639
8,00% NYKREDIT 13S AA 2022;13.369596720988522
NTR Holding B Aktie;13.345508508060783
PCGIFAkDW;13.341643195463327
SPIGLAMRI KL;13.309424251948546
SI HOLV A DKK;13.25150075603283
Bioporto;13.217760365651918
SI Lange Obl KL;13.168943989427904
CARNEGIE FD III;13.081297543922998
InvWeli&PaGlo;13.07803037925816
Jyinv Fjerno.;13.05608216701059
PBPM KoKL1;13.033206787437035
KINHPKDOKL Oms.begrans Kapitalf;12.915487262434288
Santa Fe Grp.;12.89837688313455
4,00% STATER S 2017;12.893109449421239
DIDKKORTEOBL;12.893036992583657
NI Glo Fok;12.874052970311068
GR SELECTION;12.845858914292721
PBPM SrKL1;12.79383500267755
HI Nordam;12.793728356985682
BLSDAAKKL;12.78262803759106
DIEurIndBNP;12.773094485988132
DIEUROINDEKS;12.749618198266703
KAPFORMFOKUS;12.743848208311825
NIP F-Obl;12.709143879649194
DIEHYOAKKDKKK;12.673644412724997
SI VIOBHY2019;12.634378381713107
SI HRL V A DK;12.611297831163807
DI Europa;12.59368342036139
Fast Ejend;12.464425297186553
PCUIFAkDW;12.373261457795936
MajGlAkt;12.352908003942249
Kreditbanken Ord Aktie;12.323633891617753
Lan & Spar;12.316408259586115
KFLSMI 2022-P;12.310005625568472
Coloplast A/S B Aktie;12.257321783259158
Roblon B Aktie;12.248619608659032
KAPFORMPARETO;12.24497160462085
8,00% BRFKREDIT A/S 111 2029;12.195649749223785
PNIDKFOAK;12.18724469049147
HPOBLSEK;12.164178445619642
IIIGEN;12.135581313663508
Balanceret II;12.016651175637069
0,00% NBF EURSw110 2017;12.002322495023224
Didanakk;11.86744801810875
DISFXAkEW;11.833428899082572
5,00% Nordea Kredit OA30 2044;11.797638811637363
SHIVMAKL;11.774780035154862
0,00% Danske Bk. DAXK 3YR 2018;11.760942139988634
Rgkg Landbobk;11.75193943584011
SI SICAV EM Corp Val Bd EU R;11.731341668019702
10,00% FK ENHED 14S 2021;11.708748551257694
MajKontra;11.671807967937939
8,00% DANMARK 23S DA 2029;11.667079586310027
EuropeanRetai;11.648844726999819
VOH2017KL;11.64793926381615
GR Classics;11.643975883693408
0,00% NBF EURSw100 2017;11.636447449293163
Nordjyske Bk;11.630645112347903
0,00% SEB AB 40S 1A 2017;11.575394561703748
4,00% OSTIFTER ALM 16S 05A 2032;11.547717114166515
Di Nye Marked;11.539765676718552
0,00% NBF Kurvstjl 2018;11.528659631300084
Flugger A/S B Aktie;11.509706645297822
Egetapper B Aktie;11.46966989163668
Chemometec As;11.430162099720151
10,00% NYKREDIT 03A 2024;11.428364205291928
InKINVEMA;11.382960692095068
3,50% NY JY KOB 12S 01A 2024;11.381891714358728
Jyinv Favorit;11.347723553165048
SPIEUG KL;11.299714110158769
INIDemetra;11.274336892533965
DK Akt Fokus;11.272185389056064
NI Kina;11.219492945705067
KonservativII;11.210504946697618
0,00% NBF US Rente 2019;11.194118344598609
3,00% NYKREDIT 05D 2020;11.184404231136421
LSI Verden;11.1817019082778
KInvEMD;11.175149663045618
InvKIUSSC;11.162762737105744
USHYBSSKY;11.134068463463985
MMINyeoblMAKK;11.132342449606353
JI German Eq. CL;11.093799781582586
KAPFORMSAFE;11.025620181503175
JI Aggres. St CL Favorit Equity Fund;10.990040045179176
Arkil Holding B Aktie;10.978497775395208
KAPFORMMERKUR;10.936623582039532
HLKTOBLAKK KL;10.932912129021533
7,00% DLR 42S A 2022;10.88778190685423
DI Global Ind;10.732147530069634
WISEBEMFXB DIV;10.727345001568484
0,00% Danske Bk. XO i EUR 2020;10.681391379443802
SEBinv JP HBD;10.662324518864073
12,00% KD ENHED 24S 2025;10.616602711513602
SKAGEN GLOBAL AKTIEF. A;10.599020709106908
Skjern Bank;10.583842290676785
3,00% RD 20S SA 2024;10.566533838166327
JI USEquities CL;10.549610415228326
0,00% RBS plc. 5Y Lev.S 2016;10.52631578947371
ABIGHY Udloddende;10.513099592226279
SEBinv INV LG;10.487215921808072
SI SICAV Ethic Global Value I;10.475308641975307
NYIGSA;10.460686607874704
10,00% DLR 43S A 2021;10.439070027988285
CWW Glob.Akt.;10.415153859025974
KF LSMI MIX-P;10.393682519952124
Bavarian;10.37343293660153
Nordea Bank;10.331032914802734
InvestiBRA;10.309709617569647
SEBinv HG YLD;10.287430043398665
0,00% NBF Akb Glob 2020;10.258617888820313
Jyinv Nye Obl;10.185012517825605
InvWeLindePar;10.182945986428548
DIDKFOKUS;10.179865954380677
8,00% KD ENHED 23S BA 2024;10.171555320402428
Kf.I&TErhoIKL;10.127567134515537
SEBinv NAM IN;10.115148941891041
Tk Developm.;10.09945959637591
GR EM MARKETS;10.087211095041255
ICWM Gl Ak;10.084538939803817
Nyk K/obl Akk;10.082554270213855
GR Danske AK;10.078183523593388
ZealandPharma;10.05982300683009
3,00% RD 26S DA 2023;10.051291005466636
0,00% NBF ABSverig 2019;10.036567338364582
SPIJAV KL;10.025238954659724
NIDKOBLBA;10.02430405653891
8,75% Ostjydsk Bank;10.008477769404672
G4S;9.996980197109783
3,50% HUSEJER 01S 01A;9.983922580022682
Migatronic B Aktie;9.974132257502824
SEBinv EU HUB;9.96367583926407
DIOSTEUREXRUS;9.95800828712589
Spar Nord Bk;9.926147010956377
JI Europ.Equi CL;9.89896185620783
LangeDKObl;9.8626008964126
12,00% FK ALM 08S 2021;9.828495277266128
Invsmallcapdk;9.725175210646508
12,00% KD ALM 64S 2022;9.719117937845148
Jinvnyeoblval;9.68135347313761
0,00% NBF Indien 2017;9.642957548495923
BI GlAkEtikKL;9.630866834462106
Fynske Bank;9.616431546882295
PBPM SrKL2;9.614189308743434
ICWM Gl Obl;9.596498356507539
DIESCAkDKK;9.557957664706773
LSI Nordameri;9.555194870279818
PBPM KoKL2;9.513912677760793
LI Akt EU In.;9.494829583906752
DIEODKOblInd;9.491537638521624
NIEGlobAktSRI;9.489325016019649
DIGSPAkkKLDKK;9.435207009698722
Harboe B Aktie;9.413798676229957
8,00% TOTALKREDIT 111 2024;9.394141014852938
SI SICAV HYV Bd SD 2017 EUR R;9.319997279384564
DIGLIND0B;9.314017481257718
DINYMASMCAP;9.296386212872049
DIGHYBA;9.295571870604302
Small Cap;9.273011618659513
4,00% FYNS KRF 13S 01A 2030;9.262947670920429
KAPFORMPENTA;9.236457648557762
4,00% KBHV KREDIT 13S 02A 2020;9.233337204327988
NIPBPMBAL2;9.139417133500206
Tivoli;9.137464824711438
Schouw;9.130138449395753
0,00% Kommunekre EmMarVa 2016;9.124964131464015
LI Akt Asi I;9.117499444179069
8,00% DLR 43S A 2032;9.100249927428758
MajValAkt;9.094302276594112
0,00% NBF Tele 2016;8.990378520010708
JI Akt L V;8.960127300274884
8,00% BRFKREDIT A/S 111 2032;8.94770294273293
5,00% JYDSK HUSMAND 01A 2022;8.943431000587843
DINoVOblkDKKh;8.86524502271925
SPIEUV KL;8.861126960512426
WIOblAKL (SEB WMB);8.854704538184095
JI Danish Eq. CL;8.846978652180734
Forbrugsakt.;8.76974008322087
SP Group;8.769517480674093
NIPBPMGAF2;8.730241827313224
G A Indeks;8.722559805024925
0,50% Krist Germ KriGerm 2015;8.71156235239995
NIPBPMGAS2;8.696923736445438
4,00% HUSEJER 07S 02A 2024;8.69594022280901
Ambu B Aktie;8.657902121412398
SP Balanceret;8.64955794550763
Kf.I&TBalance;8.638625622046064
SPIC20CAP KL;8.63407427598628
BLSGLAKL;8.56039461900708
3,00% RD 20S SA 2021;8.553549476451558
Jyinv Virkobl;8.536456889265356
KAPFORMEPIKUR;8.533556818745014
H+H Intl. A/S;8.50499781312561
0,00% NBF Eur infl 2017;8.448712222718475
3,50% JYDSK LAND 15S 2030;8.410782122183292
4,50% O LANDKREDIT 06S 02A 2030;8.407411839868292
InvFpOptimum;8.406022096714878
0,00% NBF Ab Olie 2018;8.397656977062457
LI Akt NAM I.;8.393539472476077
cBrain A/S;8.377896859456847
0,00% NBF KB EU HY 2021;8.369738503902774
0,00% NBF Europall 2018;8.369655458696554
SPEAS;8.34520740411825
DIEURSMALCAP;8.339184897726469
12,00% KD ENHED 93S 2020;8.295269906712758
3,00% NYKREDIT 3NYK03D 2047;8.286814414300698
NI Japan;8.283650730074758
Globale Akt.;8.273290828124106
DINMI;8.265300234156328
Rockwool B Aktie;8.233910727634393
Dantax A/S;8.20994231797745
0,00% NBF AB USHom 2019;8.174498849819258
5,00% NYKREDIT 01G A 2041;8.171191486437387
0,00% NBF GlobalAK 2017;8.161834660257373
4,50% NY JY KOB 11S 2022;8.159465697102757
10,00% KD ENHED 53S 2020;8.070182361384099
Sydbank;8.053248100414446
3,00% NYK (TK) 05D 2023;8.019831146499616
NewCap Hold.;8.000639113770172
KfI&TErhoIIKL;7.980706634313782
Korte Dk Obl.;7.972063835882903
4,00% JYDSK LAND 15S 2030;7.956435543608037
FLSmidth & Co;7.9540036078395655
PFAInvHUA;7.950685089563357
Globale Obl;7.879610567148417
JI Int ELV CL;7.860134995642196
JIEmerLocMarB CL;7.847920537440727
3,00% NORDEA KREDIT ANN 2018;7.808686835307306
GR EM DEBT;7.792035884761428
Jyske Bank;7.777404364283172
3,00% NYK (TK) 01D 2018;7.7616002344862896
4,00% KK 53S 2019;7.760786568380426
Columbus;7.746470241622188
Diengeurgrcor;7.730627955828337
Kf.I&TAkt KL;7.6734071879869195
SI SICAV Corp Val Bds DKK R;7.659188840522889
NIPBPMGAF3;7.65819396408821
NIPBPMGAS3;7.650755425141387
SPIJAG KL;7.6437415736952605
4,00% HUSEJER 01S 01A;7.64113572502744
0,00% NBF Brasil 2017;7.543145239480318
0,00% NBF Europa I 2018;7.455075279261779
4,00% NY JY KOB 11S 2022;7.429795775199538
DKIGHYB;7.368875096531975
SEBinv EU SM;7.347587932219027
kf.I&TAlphaKL;7.334248794056547
DIEDkOA;7.3040944830121
SI INDEKS OBL KL;7.298423001896337
WIOblAKL (SEB WM);7.281838246695277
0,57% NYK (TOT) 21G500CF 2023;7.262529407146722
0,00% NBF EU Medvi 2019;7.220075057413338
NI Eur High Y;7.206985696517878
B & O A/S;7.182980458362927
0,00% NBF EM 2017 2017;7.174932311959322
JIEmerMarkEqu CL;7.173467879837024
0,00% NBF Ejendom 2019;7.162367223065264
0,00% NBF AEjendom 2019;7.127019322141273
Mon & Thor B Aktie;7.121546134778138
Vestas A/S;7.106683150900346
Aarsleff B Aktie;7.05617898832476
PBPM SrKL3;7.046998139055312
NIPBPMBAL3;7.026513507294227
1,50% RD 20S SA 2027;7.016636453523582
DIEURHYOb;6.963054830609471
0,00% KK Emer.Mark ValutaII 2016;6.960002969932863
InKINVGA;6.949417539924655
2,92% Topdk Forsik Kapbevis 2025;6.919273047970009
